id,listing_url,last_scraped,source,name,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
677623197606854496,https://www.airbnb.com/rooms/677623197606854496,2024-03-11,previous scrape,**New Listing! Modern 2 bdrm Apt in Mansion Area!,"3 minute walk to The NYS Museum, Empire State Plaza, many local restaurants, The Capital , the MVP Arena & The legislative Office building. A 3 minute drive to Albany Medical Center, Albany Law School & The VA Hospital. Very quiet street near the Governors Mansion. If traveling with family, nearby Playgrounds & basketball court.",https://a0.muscache.com/pictures/miso/Hosting-677623197606854496/original/e0e141ae-0c10-4c2e-b478-5066f10c9fe2.jpeg,203631769,https://www.airbnb.com/users/show/203631769,Johnny,2018-07-19,"Albany, NY",,a few days or more,40%,30%,f,https://a0.muscache.com/im/pictures/user/581ce5d5-b459-411e-af26-f4d03d8d41fc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/581ce5d5-b459-411e-af26-f4d03d8d41fc.jpg?aki_policy=profile_x_medium,Mansion Area,1,1,"['email', 'phone']",t,t,"Albany, New York, United States",SECOND WARD,42.64531,-73.75963,Entire rental unit,Entire home/apt,4,,1 bath,2,,"[""Microwave"", ""Iron"", ""Board games"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Wine glasses"", ""Dishes and silverware"", ""City skyline view"", ""Hair dryer"", ""Fire extinguisher"", ""Stainless steel oven"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Wifi"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Books and reading material"", ""Hangers"", ""Dishwasher"", ""Ceiling fan"", ""Extra pillows and blankets"", ""Air conditioning"", ""Body soap"", ""Security cameras on property"", ""Pets allowed"", ""Refrigerator"", ""Bathtub"", ""Cleaning products"", ""Stove"", ""Bed linens""]",,2,29,2,2,29,29,2.0,29.0,t,0,0,0,0,2024-03-11,28,10,0,2022-08-19,2023-09-29,4.86,4.86,4.93,4.89,4.89,4.71,4.93,f,1,1,0,0,1.47
677763754609430189,https://www.airbnb.com/rooms/677763754609430189,2024-03-11,city scrape,Peaceful 3 Bedroom in the Heart of Central Albany,"Quiet neighborhood in the heart of Albany near many local restaurant, shopping areas, universities and hospitals.",https://a0.muscache.com/pictures/f34f6613-42f2-4b72-aaae-d1e5d64deff3.jpg,471187792,https://www.airbnb.com/users/show/471187792,Romel,2022-07-23,,,within a few hours,100%,98%,t,https://a0.muscache.com/im/pictures/user/4e7c9cf1-1f41-4926-98a0-2329d01c619e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4e7c9cf1-1f41-4926-98a0-2329d01c619e.jpg?aki_policy=profile_x_medium,Melrose,1,1,"['email', 'phone']",t,f,"Albany, New York, United States",THIRTEENTH WARD,42.6694413,-73.79749410000001,Entire townhouse,Entire home/apt,6,1.0,1 bath,3,3,"[""Microwave"", ""Iron"", ""Board games"", ""Smoke alarm"", ""Wine glasses"", ""Essentials"", ""Free street parking"", ""Portable fans"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hair dryer"", ""Safe"", ""Keypad"", ""Dryer"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Ping pong table"", ""Blender"", ""Free parking on premises"", ""Wifi"", ""Pool table"", ""Washer"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Fireplace guards"", ""Air conditioning"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Oven"", ""Coffee maker"", ""Private patio or balcony"", ""Security cameras on property"", ""Indoor fireplace"", ""Private entrance"", ""Refrigerator"", ""Bathtub"", ""Smoking allowed"", ""Long term stays allowed"", ""Ethernet connection"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Stove"", ""Laundromat nearby""]",$141.00,1,365,1,1,365,365,1.0,365.0,t,3,3,25,25,2024-03-11,56,31,0,2022-08-07,2024-01-26,4.91,4.93,4.8,4.88,4.95,4.89,4.88,f,1,1,0,0,2.88
681241051140825073,https://www.airbnb.com/rooms/681241051140825073,2024-03-10,city scrape,Tranquil Master Bedroom,Tranquil and peaceful neighborhood. The laundromat is 5 minutes away and the place is close to restaurants and bars. Close proximity to highways makes commuting throughout the Capital Region simple from my home.,https://a0.muscache.com/pictures/miso/Hosting-636902252641496970/original/d59f4d03-88ab-48e4-ac10-14ff1ba98adb.jpeg,376794541,https://www.airbnb.com/users/show/376794541,Neha,2020-11-23,"New York, NY",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/7f9604d9-7d80-414c-9450-72198d104336.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7f9604d9-7d80-414c-9450-72198d104336.jpg?aki_policy=profile_x_medium,Pine Hills,3,10,['phone'],t,t,"Albany, New York, United States",ELEVENTH WARD,42.66305,-73.77726,Private room in home,Private room,2,1.0,1 bath,3,3,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Wine glasses"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Portable fans"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hair dryer"", ""Keypad"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Blender"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""First aid kit"", ""Mosquito net"", ""Wifi"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Books and reading material"", ""Hangers"", ""Shampoo"", ""Extra pillows and blankets"", ""Clothing storage"", ""Air conditioning"", ""Body soap"", ""Oven"", ""Conditioner"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Stove"", ""Trash compactor"", ""Bed linens"", ""Laundromat nearby""]",$48.00,10,365,10,10,365,365,10.0,365.0,t,8,38,68,158,2024-03-10,6,6,0,2023-04-01,2024-01-05,5.0,5.0,4.83,5.0,5.0,5.0,4.83,t,3,0,3,0,0.52
681264183196450583,https://www.airbnb.com/rooms/681264183196450583,2024-03-10,city scrape,"Comfy private room in a Residential House, Albany",Tranquil and peaceful neighborhood. The laundromat is 5 minutes away and the place is close to restaurants and bars. Close proximity to highways makes commuting throughout the Capital Region simple from my home.,https://a0.muscache.com/pictures/miso/Hosting-636902252641496970/original/d59f4d03-88ab-48e4-ac10-14ff1ba98adb.jpeg,376794541,https://www.airbnb.com/users/show/376794541,Neha,2020-11-23,"New York, NY",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/7f9604d9-7d80-414c-9450-72198d104336.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7f9604d9-7d80-414c-9450-72198d104336.jpg?aki_policy=profile_x_medium,Pine Hills,3,10,['phone'],t,t,"Albany, New York, United States",ELEVENTH WARD,42.66286,-73.77817,Private room in home,Private room,1,1.0,1 shared bath,3,3,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Wine glasses"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Portable fans"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hair dryer"", ""Coffee"", ""Keypad"", ""HDTV with Netflix"", ""Self check-in"", ""Dedicated workspace"", ""Blender"", ""Luggage dropoff allowed"", ""First aid kit"", ""Hot water kettle"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Books and reading material"", ""Hangers"", ""Shampoo"", ""Central heating"", ""Extra pillows and blankets"", ""Central air conditioning"", ""Clothing storage"", ""Body soap"", ""Oven"", ""Conditioner"", ""Portable heater"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Exercise equipment: free weights, yoga mat"", ""Stove"", ""Fast wifi \u2013 368 Mbps"", ""Trash compactor"", ""Bed linens"", ""Laundromat nearby""]",$45.00,10,365,10,10,1125,1125,10.0,1125.0,t,12,42,72,162,2024-03-10,11,5,0,2022-08-01,2024-02-01,5.0,5.0,4.82,5.0,4.91,4.27,4.45,t,3,0,3,0,0.56
681937608147268080,https://www.airbnb.com/rooms/681937608147268080,2024-03-11,city scrape,Lovely studio apartment with 1 bedroom.,,https://a0.muscache.com/pictures/081db475-28c3-4722-8a5c-67cc0f97e693.jpg,466389096,https://www.airbnb.com/users/show/466389096,Patrice,2022-06-27,"Albany, NY","I am very easy going, pleasant and enjoy hosting guest from all over the world.
Enjoy meeting people. ",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/288c5f12-0809-46db-ae92-64d729fcb34b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/288c5f12-0809-46db-ae92-64d729fcb34b.jpg?aki_policy=profile_x_medium,Second Avenue,3,3,"['email', 'phone']",t,t,,FIRST WARD,42.63716,-73.77227,Entire rental unit,Entire home/apt,1,1.0,1 bath,1,1,"[""Refrigerator"", ""Iron"", ""Smoke alarm"", ""Dedicated workspace"", ""Portable air conditioning"", ""Free parking on premises"", ""Wifi"", ""Washer"", ""55\"" HDTV with Amazon Prime Video, Netflix, Roku"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Kitchen"", ""Fire extinguisher""]",$60.00,7,365,7,7,1125,1125,7.0,1125.0,t,6,6,24,298,2024-03-11,0,0,0,,,,,,,,,,t,3,3,0,0,
681952268271889535,https://www.airbnb.com/rooms/681952268271889535,2024-03-11,previous scrape,Albany-2 bedrooms apt (1st fl) A&A-Sisters Rental,"Few minutes walking distance to from the hotel:<br /><br />1) New York State Capitol <br />2) The Egg Performing Arts Center<br /><br />3) Washington Park, Albany, New York<br />4) New York State Museum<br />5) Historic Cherry Hill<br />6) Palace Theatre, Albany, NY<br />7) Albany Institute of History & Art<br />8) Governor Nelson A. Rockefeller Empire State Plaza<br />9) Albany Pine Bush Preserve, Albany, New York<br />10) Albany, NY: Corning Tower",https://a0.muscache.com/pictures/miso/Hosting-681952268271889535/original/90ee9ff5-e511-4118-96d9-93fa199f3b92.jpeg,461579260,https://www.airbnb.com/users/show/461579260,Md,2022-05-29,"Albany, NY",,within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/2c6328f9-b030-4921-a21a-fe09645f480d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2c6328f9-b030-4921-a21a-fe09645f480d.jpg?aki_policy=profile_x_medium,Mansion Area,3,3,"['email', 'phone']",t,t,"Albany, New York, United States",SECOND WARD,42.646896,-73.757612,Entire vacation home,Entire home/apt,5,,1 bath,2,,"[""Smoke alarm"", ""Essentials"", ""Outdoor dining area"", ""Keypad"", ""Fire extinguisher"", ""Dryer"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Paid parking on premises"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Washer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Shampoo"", ""Air conditioning"", ""Security cameras on property"", ""Indoor fireplace""]",,1,365,1,3,365,365,1.9,365.0,t,0,0,0,191,2024-03-11,2,1,0,2023-02-26,2023-08-20,4.5,4.5,4.5,4.5,4.0,4.5,4.5,f,2,2,0,0,0.16
682687626408133288,https://www.airbnb.com/rooms/682687626408133288,2024-03-11,city scrape,Lovely 4 bed 2 bath located near St Rose,"Located right off Madison Ave. close to universities,hospitals and restaurants. Central to major highways and shopping centers",https://a0.muscache.com/pictures/3bf755f4-f2f8-4c16-980c-ef5c3f927d98.jpg,232967878,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY",,within an hour,99%,99%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,23,48,"['email', 'phone']",t,t,"Albany, New York, United States",TENTH WARD,42.66172,-73.78497,Entire rental unit,Entire home/apt,6,2.0,2 baths,4,4,"[""Microwave"", ""Iron"", ""Board games"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Wine glasses"", ""Dishes and silverware"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Coffee"", ""Children\u2019s books and toys"", ""Stainless steel oven"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Wifi"", ""Hot water kettle"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Cleaning available during stay"", ""Dishwasher"", ""Shampoo"", ""Ceiling fan"", ""Window AC unit"", ""Extra pillows and blankets"", ""Body soap"", ""Clothing storage: closet"", ""Coffee maker"", ""Private patio or balcony"", ""Conditioner"", ""Pets allowed"", ""Baking sheet"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Stove"", ""Smart lock"", ""Bed linens"", ""Free washer \u2013 In building""]",$179.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,2024-03-11,84,54,2,2022-08-05,2024-02-23,4.8,4.8,4.79,4.86,4.85,4.53,4.78,t,22,22,0,0,4.31
684100173908872919,https://www.airbnb.com/rooms/684100173908872919,2024-03-11,city scrape,Cozy 1BR with Patio in the Heart of Albany,,https://a0.muscache.com/pictures/dad915ce-0619-4836-9356-6d3ba53a69da.jpg,1176120,https://www.airbnb.com/users/show/1176120,Julia,2011-09-18,"New York, NY","Entrepreneur. Investor. Traveler. Optimist.
My husband and I split our time between our place in Manhattan, our upstate NY home, and our travels throughout the world. 
",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/ebe18601-9c90-4c1c-82b7-cbe0731e00d9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ebe18601-9c90-4c1c-82b7-cbe0731e00d9.jpg?aki_policy=profile_x_medium,Arbor Hill,5,13,"['email', 'phone']",t,t,,THIRD WARD,42.65732,-73.75676,Entire condo,Entire home/apt,4,1.0,1 bath,1,2,"[""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Portable fans"", ""Dishes and silverware"", ""Hair dryer"", ""Radiant heating"", ""Outdoor dining area"", ""Fire extinguisher"", ""Self check-in"", ""Dedicated workspace"", ""Free parking on premises"", ""Wifi"", ""Hot water kettle"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Shampoo"", ""Window AC unit"", ""Body soap"", ""Security cameras on property"", ""Pets allowed"", ""Refrigerator"", ""Bathtub"", ""Cleaning products"", ""50\"" HDTV with Netflix, Roku"", ""Clothing storage: closet and dresser"", ""Smart lock"", ""Bed linens"", ""BBQ grill""]",$99.00,1,1125,1,1,1125,1125,1.0,1125.0,t,22,48,59,59,2024-03-11,80,48,0,2022-08-04,2024-02-06,4.43,4.56,4.61,4.81,4.8,4.14,4.43,f,3,3,0,0,4.10
685516018052013053,https://www.airbnb.com/rooms/685516018052013053,2024-03-11,previous scrape,Lovely Unit with Free Parking on Premises,,https://a0.muscache.com/pictures/miso/Hosting-685516018052013053/original/7e9dcb88-55b7-4b59-8af8-d16978f1a19f.jpeg,392074908,https://www.airbnb.com/users/show/392074908,Jerry,2021-03-11,,,within an hour,86%,94%,f,https://a0.muscache.com/im/pictures/user/887ef5ba-730a-4e57-a743-10642ec14bcd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/887ef5ba-730a-4e57-a743-10642ec14bcd.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,5,7,"['email', 'phone']",t,t,,SEVENTH WARD,42.64759,-73.77049,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Dishes and silverware"", ""Hair dryer"", ""Coffee"", ""Heating"", ""Self check-in"", ""TV"", ""Luggage dropoff allowed"", ""Lockbox"", ""Free parking on premises"", ""Wifi"", ""Dining table"", ""Hot water"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Kitchen"", ""Hangers"", ""Shampoo"", ""Clothing storage"", ""Air conditioning"", ""Body soap"", ""Oven"", ""Coffee maker"", ""Conditioner"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Elevator"", ""Bed linens"", ""Laundromat nearby""]",,2,365,2,2,365,365,2.0,365.0,t,30,60,90,364,2024-03-11,5,2,0,2022-08-14,2023-08-27,4.6,4.6,4.4,4.6,4.6,4.6,4.6,f,5,5,0,0,0.26
687496906843024117,https://www.airbnb.com/rooms/687496906843024117,2024-03-11,previous scrape,Albany-3 bedrooms apt (2nd fl) A&A-Sisters Rental,,https://a0.muscache.com/pictures/miso/Hosting-687496906843024117/original/deb468dc-cb7e-4751-9438-904606aa21c6.jpeg,461579260,https://www.airbnb.com/users/show/461579260,Md,2022-05-29,"Albany, NY",,within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/2c6328f9-b030-4921-a21a-fe09645f480d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2c6328f9-b030-4921-a21a-fe09645f480d.jpg?aki_policy=profile_x_medium,Mansion Area,3,3,"['email', 'phone']",t,t,,SECOND WARD,42.64621,-73.75723,Entire vacation home,Entire home/apt,3,,1 bath,3,,"[""TV"", ""Smoke alarm"", ""Dedicated workspace"", ""Paid parking on premises"", ""Kitchen"", ""Free parking on premises"", ""First aid kit"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Security cameras on property"", ""Pets allowed"", ""Fire extinguisher"", ""Indoor fireplace""]",,1,365,1,1,365,365,1.0,365.0,t,0,0,0,191,2024-03-11,4,2,0,2022-10-03,2023-05-28,3.25,4.0,3.75,4.75,4.0,3.5,3.5,f,2,2,0,0,0.23
688355255688353452,https://www.airbnb.com/rooms/688355255688353452,2024-03-11,previous scrape,Albany-3 bedrooms apt (3rd fl) A&A-Sisters Rental,,https://a0.muscache.com/pictures/miso/Hosting-688355255688353452/original/95027515-6823-46eb-9f0c-36d4aee8c607.jpeg,474123093,https://www.airbnb.com/users/show/474123093,Lipa,2022-08-09,,,N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/13d3ace3-b6fd-42cb-8b7a-c911173226f0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/13d3ace3-b6fd-42cb-8b7a-c911173226f0.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,f,,SECOND WARD,42.646896,-73.757612,Entire vacation home,Entire home/apt,6,,1 bath,3,,"[""Self check-in"", ""TV"", ""Smoke alarm"", ""Paid parking on premises"", ""Kitchen"", ""Free parking on premises"", ""First aid kit"", ""Air conditioning"", ""Wifi"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Pets allowed"", ""Fire extinguisher"", ""Keypad""]",,1,365,1,1,365,365,1.0,365.0,t,0,0,0,0,2024-03-11,12,4,0,2022-08-13,2023-07-26,4.08,4.15,3.92,4.54,4.77,3.92,4.08,t,1,1,0,0,0.62
689719338468663432,https://www.airbnb.com/rooms/689719338468663432,2024-03-11,city scrape,"Elegant, spacious studio apt in historic mansion","The apartment is located a few blocks from the New York Capitol, Empire State Plaza, MVP Arena, Albany Capital Center, Washington Park, Albany Institute of History and Art, New York State Museum, The Egg Performing Arts Center, Lark Street and numerous bars/restaurants.  Check out my custom guidebook (link on my profile page) for detailed restaurant, sightseeing and shopping recommendations.",https://a0.muscache.com/pictures/de2a2af5-03c5-447a-8ce1-7dcfbf08abe4.jpg,1717342,https://www.airbnb.com/users/show/1717342,David,2012-02-07,"Albany, NY","I'm an artist who paints pictures of historic buildings and landscapes.  I enjoy visiting historic places, touring museums, skiing, hiking and traveling in Europe, especially Italy. Wonderful Airbnb stays in Rome, Florence, Paris, Marseille, Lisbon and Faro inspired me to become a host. I live in Albany, New York and Truro, Massachusetts.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/f72bee4d-7a91-4468-b111-dfa69ebbf847.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f72bee4d-7a91-4468-b111-dfa69ebbf847.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Albany, New York, United States",SIXTH WARD,42.654057650371506,-73.76071299629517,Entire condo,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Wine glasses"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Portable fans"", ""City skyline view"", ""Room-darkening shades"", ""Dishes and silverware"", ""Free dryer \u2013 In building"", ""Coffee"", ""Fire extinguisher"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Lockbox"", ""First aid kit"", ""Wifi"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Coffee maker: french press"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Shampoo"", ""Central heating"", ""Window AC unit"", ""Extra pillows and blankets"", ""Body soap"", ""Oven"", ""Conditioner"", ""Clothing storage: walk-in closet"", ""Baking sheet"", ""Refrigerator"", ""Bathtub"", ""Cleaning products"", ""Stove"", ""Bed linens"", ""Free washer \u2013 In building""]",$102.00,1,21,1,3,21,21,1.1,21.0,t,11,31,53,219,2024-03-11,151,113,6,2022-08-19,2024-03-08,4.89,4.89,4.91,4.98,4.96,4.89,4.85,f,2,2,0,0,7.93
691212803264918638,https://www.airbnb.com/rooms/691212803264918638,2024-03-11,previous scrape,Lovely 2 bedroom in beautiful private residence,Pine hills area near college of st. Rose,https://a0.muscache.com/pictures/miso/Hosting-691212803264918638/original/b7d18308-6203-4353-bf9f-03aa3fffdaba.jpeg,474507921,https://www.airbnb.com/users/show/474507921,Hyacinth,2022-08-11,,,N/A,N/A,N/A,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Pine Hills,1,2,"['email', 'phone']",f,f,"Albany, New York, United States",TENTH WARD,42.66344638300454,-73.78874121586915,Private room in home,Private room,2,,1.5 baths,2,,"[""TV"", ""Smoke alarm"", ""Dedicated workspace"", ""First aid kit"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Carbon monoxide alarm"", ""Kitchen"", ""Fire extinguisher"", ""Indoor fireplace"", ""Exercise equipment""]",,1,1125,1,1,1125,1125,1.0,1125.0,,0,0,0,0,2024-03-11,21,1,0,2022-09-11,2023-04-09,4.81,4.43,4.71,4.52,4.33,4.86,4.86,f,1,0,1,0,1.15
692807914756117019,https://www.airbnb.com/rooms/692807914756117019,2024-03-11,city scrape,Relax in Style by Washington Park - Free Parking,"Visit a diverse neighborhood with many culturally diverse restaurants.  The neighborhood is safe to walk and jog to the park and downtown.  You'll have breakfast, lunch, dinner, shopping, groceries, and much more in a short walk from the front door.  We are close to many historic architectural buildings, hiking trails and fishing spots in and around the Albany area.",https://a0.muscache.com/pictures/miso/Hosting-692807914756117019/original/d1328d06-6063-48c5-9df5-dc3884bdabe7.jpeg,67337944,https://www.airbnb.com/users/show/67337944,Rabia,2016-04-15,"Albany, NY",,within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/ce0f9b5a-de55-42e4-ba5b-1f95fc61692c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ce0f9b5a-de55-42e4-ba5b-1f95fc61692c.jpg?aki_policy=profile_x_medium,Pine Hills,1,1,"['email', 'phone', 'work_email']",t,t,"Albany, New York, United States",ELEVENTH WARD,42.6623,-73.777,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Board games"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Wine glasses"", ""Dishes and silverware"", ""Hair dryer"", ""Stainless steel electric stove"", ""Coffee"", ""Fire extinguisher"", ""Stainless steel oven"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Dedicated workspace"", ""Blender"", ""First aid kit"", ""Wifi"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""55\"" HDTV with Amazon Prime Video, premium cable"", ""Kitchen"", ""Toaster"", ""Books and reading material"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Central heating"", ""Window AC unit"", ""Coffee maker: Keurig coffee machine"", ""Extra pillows and blankets"", ""Body soap"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Clothing storage: closet"", ""Private patio or balcony"", ""Conditioner"", ""Security cameras on property"", ""Baking sheet"", ""Portable heater"", ""Refrigerator"", ""Private entrance"", ""Long term stays allowed"", ""Cleaning products"", ""Free driveway parking on premises \u2013 1 space"", ""Smart lock"", ""Bed linens""]",$115.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,2024-03-11,68,58,3,2022-12-29,2024-02-21,4.88,4.91,4.91,4.86,4.93,4.51,4.8,t,1,1,0,0,4.65
